,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
41298,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
41304,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
41371,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
41394,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
41423,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
41428,for_sale,3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,275000.0,2021-08
41470,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
41510,for_sale,4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,229000.0,2021-03
41633,for_sale,3.0,1.0,0.62,Granby,Connecticut,6035.0,1040.0,2021-12-29,250000.0,2021-12
41672,for_sale,3.0,2.0,0.35,Suffield,Connecticut,6078.0,1864.0,2021-12-01,359800.0,2021-12
41674,for_sale,3.0,3.0,2.17,Granby,Connecticut,6060.0,2457.0,2021-04-05,625000.0,2021-04
41684,for_sale,4.0,3.0,1.94,Granby,Connecticut,6060.0,3000.0,2021-04-19,625000.0,2021-04
41726,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
41753,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
41762,for_sale,4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,229000.0,2021-03
41845,for_sale,4.0,3.0,3.35,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,556000.0,2022-01
41849,for_sale,4.0,3.0,1.17,Simsbury,Connecticut,6092.0,2500.0,2021-05-19,499900.0,2021-05
41985,for_sale,3.0,3.0,6.92,Barkhamsted,Connecticut,6063.0,2462.0,2022-01-04,493000.0,2022-01
42065,for_sale,3.0,1.0,0.62,Granby,Connecticut,6035.0,1040.0,2021-12-29,250000.0,2021-12
42098,for_sale,3.0,3.0,2.17,Granby,Connecticut,6060.0,2457.0,2021-04-05,625000.0,2021-04
42110,for_sale,3.0,1.0,0.35,Windsor Locks,Connecticut,6096.0,996.0,2021-12-03,269900.0,2021-12
42116,for_sale,1.0,1.0,5.46,Cummington,Massachusetts,1026.0,600.0,2021-05-05,144000.0,2021-05
42148,for_sale,4.0,3.0,2.11,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,569000.0,2022-01
42226,for_sale,4.0,3.0,0.77,Simsbury,Connecticut,6070.0,2468.0,2021-10-18,400000.0,2021-10
42259,for_sale,3.0,2.0,0.35,Suffield,Connecticut,6078.0,1864.0,2021-12-01,359800.0,2021-12
42279,for_sale,4.0,3.0,1.94,Granby,Connecticut,6060.0,3000.0,2021-04-19,625000.0,2021-04
42311,for_sale,2.0,2.0,0.28,Windsor Locks,Connecticut,6096.0,947.0,2021-11-01,247900.0,2021-11
42359,for_sale,4.0,3.0,0.92,Simsbury,Connecticut,6070.0,1916.0,2021-09-13,424900.0,2021-09
42391,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
42434,for_sale,4.0,2.0,0.34,Simsbury,Connecticut,6081.0,1226.0,2021-05-03,319700.0,2021-05
42447,for_sale,4.0,5.0,1.16,Simsbury,Connecticut,6089.0,4144.0,2021-10-01,995000.0,2021-10
42465,for_sale,3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,2021-03-31,419900.0,2021-03
42475,for_sale,3.0,2.0,0.34,Westfield,Massachusetts,1085.0,1424.0,2021-11-10,299413.0,2021-11
42714,for_sale,3.0,1.0,1.17,Thompson,Connecticut,6255.0,912.0,2022-02-17,269900.0,2022-02
42822,for_sale,4.0,5.0,4.98,Thompson,Connecticut,6255.0,4388.0,2021-05-06,825000.0,2021-05
42863,for_sale,3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,2021-10-25,249525.0,2021-10
42924,for_sale,3.0,1.0,1.0,Stafford,Connecticut,6076.0,1008.0,2021-09-20,229900.0,2021-09
42937,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
42960,for_sale,5.0,3.0,0.35,Enfield,Connecticut,6082.0,2064.0,2021-04-05,349900.0,2021-04
43031,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
43044,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
43079,for_sale,3.0,2.0,0.94,Ellington,Connecticut,6029.0,1939.0,2021-06-16,469900.0,2021-06
43092,for_sale,3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,275000.0,2021-08
43109,for_sale,4.0,2.0,0.32,Putnam,Connecticut,6260.0,1665.0,2021-10-21,315000.0,2021-10
43148,for_sale,3.0,3.0,0.17,Warren,Massachusetts,1092.0,1400.0,2021-06-16,269900.0,2021-06
43405,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
43451,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
43499,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
43503,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
43578,for_sale,3.0,3.0,0.17,Warren,Massachusetts,1092.0,1400.0,2021-06-16,269900.0,2021-06
43582,for_sale,4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,229000.0,2021-03
43875,for_sale,3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,2021-08-05,189900.0,2021-08
43932,for_sale,3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,2021-10-25,249525.0,2021-10
43955,for_sale,3.0,3.0,1.0,Enfield,Connecticut,6082.0,2010.0,2022-01-06,495000.0,2022-01
43982,for_sale,3.0,1.0,1.0,Stafford,Connecticut,6076.0,1008.0,2021-09-20,229900.0,2021-09
44007,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
44030,for_sale,5.0,3.0,0.35,Enfield,Connecticut,6082.0,2064.0,2021-04-05,349900.0,2021-04
44062,for_sale,3.0,3.0,0.5,Enfield,Connecticut,6082.0,1904.0,2021-06-28,319900.0,2021-06
44108,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
44154,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
44159,for_sale,3.0,2.0,0.63,Enfield,Connecticut,6082.0,1308.0,2021-10-13,269900.0,2021-10
44187,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
44194,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
44227,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
44289,for_sale,3.0,2.0,0.94,Ellington,Connecticut,6029.0,1939.0,2021-06-16,469900.0,2021-06
44325,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
44327,for_sale,3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,275000.0,2021-08
44372,for_sale,5.0,2.0,0.06,Enfield,Connecticut,6082.0,1824.0,2022-01-13,229900.0,2022-01
44394,for_sale,3.0,2.0,1.03,Enfield,Connecticut,6082.0,1414.0,2022-02-04,279900.0,2022-02
44408,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
44724,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
44825,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
44832,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
44867,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
44871,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
44947,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
44952,for_sale,3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,275000.0,2021-08
45000,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
45159,for_sale,4.0,3.0,2.07,New Hartford,Connecticut,6057.0,2500.0,2021-05-14,549900.0,2021-05
45182,for_sale,4.0,3.0,3.35,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,556000.0,2022-01
45189,for_sale,4.0,3.0,1.17,Simsbury,Connecticut,6092.0,2500.0,2021-05-19,499900.0,2021-05
45219,for_sale,3.0,3.0,0.17,Warren,Massachusetts,1092.0,1400.0,2021-06-16,269900.0,2021-06
45237,for_sale,4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,229000.0,2021-03
45417,for_sale,3.0,3.0,6.92,Barkhamsted,Connecticut,6063.0,2462.0,2022-01-04,493000.0,2022-01
45437,for_sale,3.0,1.0,0.14,Winchester,Connecticut,6098.0,1170.0,2021-04-29,279000.0,2021-04
45455,for_sale,4.0,2.0,1.23,Burlington,Connecticut,6013.0,1613.0,2021-03-01,369000.0,2021-03
45497,for_sale,4.0,2.0,0.21,Torrington,Connecticut,6790.0,1824.0,2021-12-16,199900.0,2021-12
45510,for_sale,3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,2021-08-05,189900.0,2021-08
45531,for_sale,2.0,2.0,0.35,Torrington,Connecticut,6790.0,912.0,2021-06-28,225000.0,2021-06
45540,for_sale,3.0,1.0,0.62,Granby,Connecticut,6035.0,1040.0,2021-12-29,250000.0,2021-12
45567,for_sale,3.0,3.0,2.17,Granby,Connecticut,6060.0,2457.0,2021-04-05,625000.0,2021-04
45592,for_sale,1.0,1.0,5.46,Cummington,Massachusetts,1026.0,600.0,2021-05-05,144000.0,2021-05
45618,for_sale,4.0,3.0,2.11,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,569000.0,2022-01
45629,for_sale,3.0,1.0,0.35,Windsor Locks,Connecticut,6096.0,996.0,2021-12-03,269900.0,2021-12
45692,for_sale,3.0,2.0,0.31,Torrington,Connecticut,6790.0,1134.0,2021-11-22,269500.0,2021-11
45745,for_sale,4.0,3.0,0.77,Simsbury,Connecticut,6070.0,2468.0,2021-10-18,400000.0,2021-10
45782,for_sale,3.0,2.0,0.35,Suffield,Connecticut,6078.0,1864.0,2021-12-01,359800.0,2021-12
45797,for_sale,4.0,3.0,1.94,Granby,Connecticut,6060.0,3000.0,2021-04-19,625000.0,2021-04
45849,for_sale,3.0,2.0,0.27,Torrington,Connecticut,6790.0,1056.0,2021-03-17,195000.0,2021-03
45867,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
45876,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
45878,for_sale,3.0,2.0,0.63,Enfield,Connecticut,6082.0,1308.0,2021-10-13,269900.0,2021-10
45913,for_sale,2.0,2.0,0.28,Windsor Locks,Connecticut,6096.0,947.0,2021-11-01,247900.0,2021-11
45951,for_sale,4.0,3.0,0.92,Simsbury,Connecticut,6070.0,1916.0,2021-09-13,424900.0,2021-09
45993,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
46007,for_sale,7.0,3.0,0.1,Torrington,Connecticut,6790.0,2774.0,2021-06-07,210000.0,2021-06
46037,for_sale,5.0,2.0,0.1,Torrington,Connecticut,6790.0,2230.0,2022-02-14,189900.0,2022-02
46040,for_sale,4.0,5.0,1.16,Simsbury,Connecticut,6089.0,4144.0,2021-10-01,995000.0,2021-10
46050,for_sale,5.0,2.0,0.06,Enfield,Connecticut,6082.0,1824.0,2022-01-13,229900.0,2022-01
46109,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
46153,for_sale,3.0,2.0,1.03,Enfield,Connecticut,6082.0,1414.0,2022-02-04,279900.0,2022-02
46164,for_sale,3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,2021-03-31,419900.0,2021-03
46166,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
46177,for_sale,3.0,2.0,0.34,Westfield,Massachusetts,1085.0,1424.0,2021-11-10,299413.0,2021-11
46298,for_sale,3.0,2.0,1.03,Enfield,Connecticut,6082.0,1414.0,2022-02-04,279900.0,2022-02
46308,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
46311,for_sale,3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,2021-03-31,419900.0,2021-03
46317,for_sale,3.0,2.0,0.34,Westfield,Massachusetts,1085.0,1424.0,2021-11-10,299413.0,2021-11
46346,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
46377,for_sale,4.0,3.0,2.34,Coventry,Connecticut,6238.0,3320.0,2021-06-01,579900.0,2021-06
46463,for_sale,3.0,1.0,0.29,East Hartford,Connecticut,6118.0,960.0,2021-12-16,219000.0,2021-12
46567,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
46571,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
46604,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
46652,for_sale,4.0,3.0,2.34,Coventry,Connecticut,6238.0,3320.0,2021-06-01,579900.0,2021-06
46674,for_sale,3.0,1.0,0.29,East Hartford,Connecticut,6118.0,960.0,2021-12-16,219000.0,2021-12
47036,for_sale,3.0,3.0,1.08,East Hartford,Connecticut,6118.0,2318.0,2021-03-08,389999.0,2021-03
47109,for_sale,3.0,2.0,5.49,Coventry,Connecticut,6238.0,1288.0,2021-06-04,164900.0,2021-06
47133,for_sale,6.0,3.0,0.16,East Hartford,Connecticut,6108.0,3332.0,2021-06-16,299000.0,2021-06
47135,for_sale,9.0,3.0,0.15,Hartford,Connecticut,6120.0,3585.0,2021-05-24,249900.0,2021-05
47164,for_sale,4.0,3.0,0.21,Hartford,Connecticut,6105.0,3404.0,2021-11-04,224900.0,2021-11
47214,for_sale,4.0,2.0,0.12,East Hartford,Connecticut,6108.0,1972.0,2021-07-21,219900.0,2021-07
47337,for_sale,4.0,2.0,0.69,Ellington,Connecticut,6029.0,1575.0,2021-06-07,294999.0,2021-06
47419,for_sale,4.0,3.0,1.34,Ellington,Connecticut,6029.0,2850.0,2021-11-17,629900.0,2021-11
47449,for_sale,3.0,2.0,0.26,East Hartford,Connecticut,6108.0,1030.0,2022-01-25,215000.0,2022-01
47461,for_sale,3.0,3.0,1.02,Vernon,Connecticut,6066.0,2358.0,2021-12-01,625000.0,2021-12
47491,for_sale,3.0,2.0,0.13,Hartford,Connecticut,6112.0,1244.0,2021-09-30,229900.0,2021-09
47496,for_sale,6.0,5.0,1.14,Hartford,Connecticut,6105.0,4660.0,2021-03-01,699900.0,2021-03
47516,for_sale,7.0,5.0,0.17,Hartford,Connecticut,6112.0,3632.0,2021-03-11,264500.0,2021-03
47520,for_sale,3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,2021-10-25,249525.0,2021-10
47526,for_sale,3.0,2.0,0.14,West Hartford,Connecticut,6107.0,1634.0,2022-01-10,399900.0,2022-01
47533,for_sale,3.0,2.0,0.33,Windsor,Connecticut,6095.0,1907.0,2021-10-18,249525.0,2021-10
47563,for_sale,3.0,2.0,0.24,Hartford,Connecticut,6112.0,1290.0,2021-11-17,259900.0,2021-11
47588,for_sale,3.0,3.0,1.0,Enfield,Connecticut,6082.0,2010.0,2022-01-06,495000.0,2022-01
47622,for_sale,3.0,1.0,0.35,Windsor Locks,Connecticut,6096.0,996.0,2021-12-03,269900.0,2021-12
47638,for_sale,4.0,2.0,1.43,Ellington,Connecticut,6029.0,1758.0,2021-03-04,349900.0,2021-03
47689,for_sale,3.0,1.0,1.0,Stafford,Connecticut,6076.0,1008.0,2021-09-20,229900.0,2021-09
47697,for_sale,3.0,2.0,0.63,East Hartford,Connecticut,6108.0,2189.0,2021-05-21,299900.0,2021-05
47704,for_sale,3.0,2.0,0.23,East Hartford,Connecticut,6118.0,1217.0,2022-01-27,249900.0,2022-01
47757,for_sale,3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,2021-08-05,189900.0,2021-08
47783,for_sale,3.0,2.0,0.24,East Hartford,Connecticut,6118.0,1687.0,2021-11-29,274900.0,2021-11
47787,for_sale,3.0,2.0,0.52,South Windsor,Connecticut,6074.0,1248.0,2021-12-13,349900.0,2021-12
47822,for_sale,3.0,3.0,0.51,Manchester,Connecticut,6040.0,2152.0,2021-12-16,389900.0,2021-12
47864,for_sale,3.0,2.0,0.93,Ellington,Connecticut,6029.0,1028.0,2021-11-10,259900.0,2021-11
47887,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
47910,for_sale,3.0,3.0,0.5,Enfield,Connecticut,6082.0,1904.0,2021-06-28,319900.0,2021-06
47920,for_sale,8.0,3.0,0.14,Hartford,Connecticut,6120.0,3139.0,2021-09-30,269900.0,2021-09
47950,for_sale,3.0,2.0,0.52,Manchester,Connecticut,6040.0,1416.0,2021-10-01,264900.0,2021-10
48048,for_sale,3.0,3.0,2.59,Coventry,Connecticut,6238.0,1800.0,2021-10-18,384900.0,2021-10
48097,for_sale,4.0,3.0,5.6,Columbia,Connecticut,6237.0,3306.0,2021-12-02,660000.0,2021-12
48098,for_sale,4.0,3.0,0.45,Vernon,Connecticut,6066.0,1527.0,2021-10-27,339900.0,2021-10
48105,for_sale,3.0,3.0,0.33,West Hartford,Connecticut,6117.0,1997.0,2022-01-18,488888.0,2022-01
48110,for_sale,3.0,1.0,0.21,East Hartford,Connecticut,6118.0,1338.0,2021-09-17,249900.0,2021-09
48140,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
48183,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
48189,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
48190,for_sale,3.0,2.0,0.63,Enfield,Connecticut,6082.0,1308.0,2021-10-13,269900.0,2021-10
48253,for_sale,3.0,3.0,1.01,Coventry,Connecticut,6238.0,2161.0,2021-04-01,399900.0,2021-04
48266,for_sale,2.0,2.0,0.28,Windsor Locks,Connecticut,6096.0,947.0,2021-11-01,247900.0,2021-11
48299,for_sale,4.0,2.0,0.19,East Hartford,Connecticut,6108.0,1392.0,2021-10-18,279900.0,2021-10
48305,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
48306,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
48378,for_sale,3.0,2.0,0.16,East Windsor,Connecticut,6016.0,1320.0,2021-04-06,214900.0,2021-04
48380,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
48404,for_sale,10.0,3.0,0.11,Hartford,Connecticut,6106.0,4200.0,2021-11-04,299000.0,2021-11
48421,for_sale,3.0,2.0,0.94,Ellington,Connecticut,6029.0,1939.0,2021-06-16,469900.0,2021-06
48432,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
48442,for_sale,3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,275000.0,2021-08
48456,for_sale,4.0,2.0,0.38,East Hartford,Connecticut,6108.0,1440.0,2021-11-29,289000.0,2021-11
48472,for_sale,2.0,2.0,0.31,West Hartford,Connecticut,6117.0,1432.0,2021-12-01,324900.0,2021-12
48485,for_sale,4.0,4.0,0.57,Glastonbury,Connecticut,6033.0,1920.0,2021-04-29,444900.0,2021-04
48501,for_sale,3.0,3.0,1.48,Andover,Connecticut,6232.0,1124.0,2021-09-13,299000.0,2021-09
48544,for_sale,4.0,2.0,0.14,East Hartford,Connecticut,6108.0,1606.0,2021-04-05,229000.0,2021-04
48562,for_sale,3.0,3.0,6.23,Coventry,Connecticut,6238.0,1531.0,2021-04-28,299900.0,2021-04
48585,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
48633,for_sale,5.0,2.0,0.06,Enfield,Connecticut,6082.0,1824.0,2022-01-13,229900.0,2022-01
48656,for_sale,4.0,2.0,0.34,Simsbury,Connecticut,6081.0,1226.0,2021-05-03,319700.0,2021-05
48663,for_sale,4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,229000.0,2021-03
48744,for_sale,3.0,2.0,3.2,Coventry,Connecticut,6238.0,1730.0,2021-10-13,379900.0,2021-10
48749,for_sale,3.0,3.0,0.36,East Hartford,Connecticut,6118.0,1274.0,2021-10-15,329900.0,2021-10
48782,for_sale,3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,2021-03-31,419900.0,2021-03
48793,for_sale,3.0,2.0,0.34,Westfield,Massachusetts,1085.0,1424.0,2021-11-10,299413.0,2021-11
48799,for_sale,4.0,1.0,0.19,East Hartford,Connecticut,6118.0,1152.0,2021-12-20,229000.0,2021-12
48826,for_sale,3.0,2.0,1.03,Enfield,Connecticut,6082.0,1414.0,2022-02-04,279900.0,2022-02
48835,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
48946,for_sale,3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,2021-08-05,189900.0,2021-08
49005,for_sale,3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,2021-10-25,249525.0,2021-10
49024,for_sale,3.0,3.0,1.0,Enfield,Connecticut,6082.0,2010.0,2022-01-06,495000.0,2022-01
49059,for_sale,3.0,1.0,0.35,Windsor Locks,Connecticut,6096.0,996.0,2021-12-03,269900.0,2021-12
49075,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
49085,for_sale,3.0,3.0,0.5,Enfield,Connecticut,6082.0,1904.0,2021-06-28,319900.0,2021-06
49096,for_sale,5.0,3.0,0.35,Enfield,Connecticut,6082.0,2064.0,2021-04-05,349900.0,2021-04
49134,for_sale,3.0,2.0,0.35,Suffield,Connecticut,6078.0,1864.0,2021-12-01,359800.0,2021-12
49169,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
49177,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
49183,for_sale,3.0,2.0,0.63,Enfield,Connecticut,6082.0,1308.0,2021-10-13,269900.0,2021-10
49226,for_sale,2.0,2.0,0.28,Windsor Locks,Connecticut,6096.0,947.0,2021-11-01,247900.0,2021-11
49252,for_sale,4.0,2.0,0.15,Palmer,Massachusetts,1069.0,1922.0,2021-09-20,189000.0,2021-09
49266,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
49271,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
49309,for_sale,3.0,1.0,0.17,Springfield,Massachusetts,1109.0,1085.0,2022-01-21,219900.0,2022-01
49356,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
49402,for_sale,5.0,2.0,0.06,Enfield,Connecticut,6082.0,1824.0,2022-01-13,229900.0,2022-01
49462,for_sale,3.0,2.0,1.03,Enfield,Connecticut,6082.0,1414.0,2022-02-04,279900.0,2022-02
49469,for_sale,3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,2021-03-31,419900.0,2021-03
49474,for_sale,4.0,2.0,0.19,Enfield,Connecticut,6082.0,1982.0,2022-01-19,269900.0,2022-01
49578,for_sale,3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,2021-08-05,189900.0,2021-08
49602,for_sale,3.0,1.0,0.62,Granby,Connecticut,6035.0,1040.0,2021-12-29,250000.0,2021-12
49615,for_sale,4.0,3.0,1.34,Ellington,Connecticut,6029.0,2850.0,2021-11-17,629900.0,2021-11
49638,for_sale,3.0,3.0,2.17,Granby,Connecticut,6060.0,2457.0,2021-04-05,625000.0,2021-04
49645,for_sale,3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,2021-10-25,249525.0,2021-10
49659,for_sale,3.0,3.0,1.0,Enfield,Connecticut,6082.0,2010.0,2022-01-06,495000.0,2022-01
49698,for_sale,3.0,1.0,0.35,Windsor Locks,Connecticut,6096.0,996.0,2021-12-03,269900.0,2021-12
49707,for_sale,3.0,3.0,3.11,Wilbraham,Massachusetts,1095.0,2275.0,2021-06-18,599000.0,2021-06
49737,for_sale,5.0,3.0,0.35,Enfield,Connecticut,6082.0,2064.0,2021-04-05,349900.0,2021-04
49753,for_sale,3.0,3.0,0.5,Enfield,Connecticut,6082.0,1904.0,2021-06-28,319900.0,2021-06
49808,for_sale,3.0,2.0,0.35,Suffield,Connecticut,6078.0,1864.0,2021-12-01,359800.0,2021-12
49822,for_sale,4.0,3.0,1.94,Granby,Connecticut,6060.0,3000.0,2021-04-19,625000.0,2021-04
49858,for_sale,4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,400000.0,2021-09
49894,for_sale,2.0,2.0,0.28,Windsor Locks,Connecticut,6096.0,947.0,2021-11-01,247900.0,2021-11
49897,for_sale,3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,2021-12-14,299000.0,2021-12
49921,for_sale,5.0,2.0,0.11,Springfield,Massachusetts,1108.0,1634.0,2021-10-12,269000.0,2021-10
49923,for_sale,3.0,2.0,0.16,East Windsor,Connecticut,6016.0,1320.0,2021-04-06,214900.0,2021-04
50016,for_sale,2.0,2.0,1.0,Westfield,Massachusetts,1085.0,1341.0,2022-01-05,237900.0,2022-01
50068,for_sale,3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,2021-06-15,244900.0,2021-06
50072,for_sale,4.0,1.0,0.91,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,349900.0,2021-09
50077,for_sale,3.0,2.0,0.63,Enfield,Connecticut,6082.0,1308.0,2021-10-13,269900.0,2021-10
