,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
711631,for_sale,5.0,4.0,1.14,Toms River,New Jersey,8753.0,4663.0,2022-01-21,1200000.0,2022-01
711667,for_sale,3.0,2.0,0.19,Toms River,New Jersey,8753.0,2000.0,2021-10-07,595000.0,2021-10
711848,for_sale,2.0,3.0,0.01,Tinton Falls,New Jersey,7712.0,1414.0,2021-05-14,349500.0,2021-05
711871,for_sale,4.0,4.0,3.3,Morganville,New Jersey,7751.0,3500.0,2022-02-22,900000.0,2022-02
711924,for_sale,2.0,2.0,0.03,Lakewood,New Jersey,8701.0,1036.0,2021-09-20,191888.0,2021-09
711931,for_sale,3.0,3.0,1.15,Jackson,New Jersey,8527.0,1675.0,2021-09-13,625000.0,2021-09
712009,for_sale,2.0,1.0,0.22,Little Silver,New Jersey,7739.0,800.0,2021-07-09,499950.0,2021-07
712028,for_sale,2.0,2.0,0.14,Lakewood,New Jersey,8701.0,1707.0,2022-01-21,449900.0,2022-01
712169,for_sale,4.0,2.0,0.17,Howell,New Jersey,7731.0,2014.0,2021-03-10,559000.0,2021-03
712256,for_sale,3.0,2.0,0.34,Toms River,New Jersey,8753.0,1344.0,2021-08-03,479999.0,2021-08
712418,for_sale,3.0,3.0,0.11,Brick,New Jersey,8724.0,2202.0,2021-03-29,579000.0,2021-03
712424,for_sale,3.0,1.0,0.06,Neptune City,New Jersey,7753.0,1158.0,2021-08-02,364000.0,2021-08
712468,for_sale,6.0,2.0,0.23,Oakhurst,New Jersey,7755.0,2632.0,2021-04-27,899000.0,2021-04
712475,for_sale,4.0,4.0,0.15,Brielle,New Jersey,8730.0,3055.0,2021-04-29,1599000.0,2021-04
712504,for_sale,3.0,2.0,0.25,Long Branch,New Jersey,7740.0,2415.0,2021-03-02,799000.0,2021-03
712582,for_sale,2.0,2.0,0.12,Brick,New Jersey,8724.0,1120.0,2022-01-05,249000.0,2022-01
712618,for_sale,2.0,1.0,0.01,Jackson,New Jersey,8527.0,1033.0,2021-07-13,252900.0,2021-07
712654,for_sale,4.0,1.0,0.26,Long Branch,New Jersey,7740.0,1344.0,2021-04-14,669000.0,2021-04
712714,for_sale,3.0,3.0,0.17,Toms River,New Jersey,8753.0,1600.0,2022-02-07,485000.0,2022-02
712745,for_sale,2.0,1.0,0.25,Oakhurst,New Jersey,7755.0,816.0,2021-10-18,749000.0,2021-10
712759,for_sale,2.0,2.0,0.15,Ocean Township,New Jersey,7712.0,1527.0,2021-03-08,559000.0,2021-03
712767,for_sale,5.0,4.0,0.14,Lavallette,New Jersey,8735.0,2750.0,2021-06-10,2149000.0,2021-06
712768,for_sale,5.0,4.0,0.14,Lavallette,New Jersey,8735.0,2700.0,2021-07-19,2149000.0,2021-07
712786,for_sale,4.0,4.0,0.07,Seaside Park,New Jersey,8752.0,2446.0,2021-12-10,949000.0,2021-12
712799,for_sale,6.0,6.0,2.99,Colts Neck,New Jersey,7722.0,6200.0,2022-01-24,2999999.0,2022-01
712851,for_sale,5.0,5.0,0.99,Manasquan,New Jersey,8736.0,5217.0,2021-05-06,2200000.0,2021-05
712867,for_sale,2.0,2.0,0.04,Red Bank,New Jersey,7701.0,1459.0,2021-04-09,499000.0,2021-04
712892,for_sale,6.0,2.0,0.07,Ortley Beach,New Jersey,8751.0,2112.0,2021-12-28,829000.0,2021-12
712929,for_sale,5.0,5.0,0.6,Manasquan,New Jersey,8736.0,4533.0,2021-03-23,1800000.0,2021-03
712989,for_sale,3.0,2.0,0.09,Long Branch,New Jersey,7740.0,1634.0,2021-05-06,699000.0,2021-05
712998,for_sale,6.0,3.0,0.17,Asbury Park,New Jersey,7712.0,2652.0,2021-04-19,1349000.0,2021-04
713074,for_sale,3.0,1.0,0.09,Toms River,New Jersey,8753.0,960.0,2022-01-21,199900.0,2022-01
713163,for_sale,3.0,4.0,0.31,Toms River,New Jersey,8755.0,1974.0,2021-03-02,679000.0,2021-03
713165,for_sale,2.0,2.0,0.17,Farmingdale,New Jersey,7727.0,1827.0,2021-11-05,800000.0,2021-11
713200,for_sale,4.0,2.0,0.19,Brick,New Jersey,8724.0,2099.0,2021-04-27,474900.0,2021-04
713222,for_sale,4.0,3.0,0.26,Brick,New Jersey,8723.0,2300.0,2021-07-21,829000.0,2021-07
713252,for_sale,5.0,2.0,0.06,Seaside Heights,New Jersey,8751.0,1860.0,2021-12-06,659900.0,2021-12
713289,for_sale,3.0,2.0,0.15,Freehold,New Jersey,7728.0,858.0,2022-02-01,419999.0,2022-02
713304,for_sale,5.0,3.0,0.46,Marlboro,New Jersey,7746.0,2586.0,2021-11-05,699900.0,2021-11
713316,for_sale,5.0,5.0,0.13,Mantoloking,New Jersey,8738.0,3400.0,2021-08-10,3199000.0,2021-08
713321,for_sale,4.0,2.0,0.56,Jackson,New Jersey,8527.0,1758.0,2022-03-01,399900.0,2022-03
713387,for_sale,6.0,5.0,0.92,Howell,New Jersey,7731.0,3590.0,2021-04-09,1199000.0,2021-04
713414,for_sale,4.0,3.0,0.45,Howell,New Jersey,7731.0,1974.0,2021-08-27,550000.0,2021-08
713541,for_sale,2.0,2.0,0.03,Lakewood,New Jersey,8701.0,1036.0,2021-09-20,191888.0,2021-09
713703,for_sale,6.0,7.0,0.19,Sea Girt,New Jersey,8750.0,4200.0,2021-06-07,2799000.0,2021-06
713733,for_sale,5.0,2.0,0.06,Seaside Heights,New Jersey,8751.0,1860.0,2021-12-06,659900.0,2021-12
713755,for_sale,4.0,4.0,0.07,Seaside Park,New Jersey,8752.0,2446.0,2021-12-10,949000.0,2021-12
713764,for_sale,6.0,2.0,0.07,Ortley Beach,New Jersey,8751.0,2112.0,2021-12-28,829000.0,2021-12
713798,for_sale,4.0,4.0,0.51,Toms River Township,New Jersey,8753.0,22216.0,2021-09-20,749900.0,2021-09
713808,for_sale,2.0,3.0,0.02,Toms River,New Jersey,8753.0,1645.0,2022-01-14,359900.0,2022-01
713870,for_sale,3.0,4.0,0.31,Toms River,New Jersey,8755.0,1974.0,2021-03-02,679000.0,2021-03
713956,for_sale,4.0,3.0,0.23,Waretown,New Jersey,8758.0,2247.0,2021-08-02,580000.0,2021-08
713992,for_sale,3.0,2.0,0.11,Brick,New Jersey,8724.0,1579.0,2021-09-10,689000.0,2021-09
714069,for_sale,4.0,3.0,0.78,Clinton Township,New Jersey,8801.0,2897.0,2022-04-01,650000.0,2022-04
714115,for_sale,5.0,3.0,0.14,Bound Brook,New Jersey,8805.0,1780.0,2021-03-26,419900.0,2021-03
714163,for_sale,4.0,3.0,0.44,Bridgewater Twp,New Jersey,8807.0,2750.0,2021-08-09,999999.0,2021-08
714276,for_sale,4.0,4.0,0.1,Toms River,New Jersey,8753.0,2700.0,2021-03-10,639000.0,2021-03
714284,for_sale,4.0,3.0,0.16,Toms River,New Jersey,8753.0,2800.0,2021-06-18,989000.0,2021-06
714296,for_sale,5.0,5.0,1.38,Toms River,New Jersey,8755.0,4846.0,2021-12-10,925000.0,2021-12
714315,for_sale,2.0,2.0,0.18,Toms River,New Jersey,8757.0,1600.0,2021-11-19,310000.0,2021-11
714469,for_sale,2.0,2.0,0.1,Manchester,New Jersey,8759.0,2000.0,2021-07-26,415000.0,2021-07
714693,for_sale,4.0,2.0,0.27,Belvidere,New Jersey,7823.0,2129.0,2021-06-23,339900.0,2021-06
714708,for_sale,3.0,1.0,0.34,Riegelsville,Pennsylvania,18077.0,1328.0,2021-11-29,359000.0,2021-11
714731,for_sale,3.0,2.0,0.05,Phillipsburg,New Jersey,8865.0,2047.0,2021-07-19,278000.0,2021-07
714823,for_sale,6.0,2.0,0.17,Washington,New Jersey,7882.0,2136.0,2021-12-17,359000.0,2021-12
714916,for_sale,2.0,2.0,0.17,Manchester,New Jersey,8759.0,1426.0,2021-06-10,360000.0,2021-06
714961,for_sale,2.0,2.0,0.11,Toms River,New Jersey,8757.0,1601.0,2021-10-28,368999.0,2021-10
714962,for_sale,4.0,3.0,0.23,Toms River,New Jersey,8757.0,2798.0,2021-09-03,750000.0,2021-09
714982,for_sale,2.0,1.0,0.17,Toms River,New Jersey,8757.0,11000.0,2022-01-20,294000.0,2022-01
714984,for_sale,2.0,2.0,0.28,Toms River,New Jersey,8757.0,1678.0,2021-11-08,399000.0,2021-11
714991,for_sale,2.0,2.0,0.17,Toms River,New Jersey,8757.0,1440.0,2022-02-15,359900.0,2022-02
715001,for_sale,2.0,2.0,0.25,Toms River,New Jersey,8757.0,1552.0,2021-03-26,349900.0,2021-03
715005,for_sale,2.0,2.0,0.18,Toms River,New Jersey,8757.0,1440.0,2021-04-21,389900.0,2021-04
715006,for_sale,2.0,2.0,0.14,Toms River,New Jersey,8757.0,1364.0,2021-05-18,355900.0,2021-05
715011,for_sale,2.0,1.0,0.15,Toms River,New Jersey,8757.0,1124.0,2021-12-06,269000.0,2021-12
715013,for_sale,2.0,2.0,0.17,Toms River,New Jersey,8757.0,1440.0,2021-11-29,379999.0,2021-11
715118,for_sale,4.0,3.0,0.21,Toms River,New Jersey,8755.0,3000.0,2021-05-03,799900.0,2021-05
715132,for_sale,4.0,3.0,0.21,Toms River,New Jersey,8755.0,3200.0,2021-05-03,799900.0,2021-05
715168,for_sale,3.0,3.0,0.1,Toms River,New Jersey,8753.0,1420.0,2021-05-14,389000.0,2021-05
715179,for_sale,4.0,4.0,0.11,Toms River,New Jersey,8753.0,2650.0,2021-11-30,959999.0,2021-11
715201,for_sale,3.0,3.0,0.09,Toms River,New Jersey,8753.0,2008.0,2021-05-26,749000.0,2021-05
715215,for_sale,3.0,2.0,0.19,Toms River,New Jersey,8753.0,2000.0,2021-10-07,595000.0,2021-10
715219,for_sale,5.0,4.0,1.14,Toms River,New Jersey,8753.0,4663.0,2022-01-21,1200000.0,2022-01
715264,for_sale,3.0,3.0,0.17,Toms River,New Jersey,8753.0,1600.0,2022-02-07,485000.0,2022-02
715269,for_sale,3.0,1.0,0.09,Toms River,New Jersey,8753.0,960.0,2022-01-21,199900.0,2022-01
715291,for_sale,4.0,3.0,1.54,Toms River,New Jersey,8753.0,3182.0,2021-12-20,899000.0,2021-12
715302,for_sale,4.0,2.0,0.12,Toms River,New Jersey,8753.0,1890.0,2021-07-19,639900.0,2021-07
715319,for_sale,4.0,3.0,0.05,Seaside Heights,New Jersey,8751.0,3000.0,2021-04-19,719900.0,2021-04
715324,for_sale,5.0,4.0,0.06,Seaside Heights,New Jersey,8751.0,3000.0,2021-07-30,879900.0,2021-07
715329,for_sale,4.0,3.0,0.14,Seaside Heights,New Jersey,8751.0,3000.0,2021-04-19,749900.0,2021-04
715334,for_sale,4.0,3.0,0.06,Seaside Heights,New Jersey,8751.0,2200.0,2021-12-10,929000.0,2021-12
715425,for_sale,3.0,1.0,0.17,East Brunswick,New Jersey,8816.0,1584.0,2021-03-30,459000.0,2021-03
715427,for_sale,3.0,4.0,0.36,East Brunswick,New Jersey,8816.0,1758.0,2021-10-20,550000.0,2021-10
715503,for_sale,4.0,3.0,0.05,Highland Park,New Jersey,8904.0,1990.0,2021-05-24,558000.0,2021-05
715560,for_sale,4.0,4.0,1.18,Raritan,New Jersey,8822.0,3872.0,2021-09-07,780000.0,2021-09
715590,for_sale,3.0,3.0,11236.0,South Brunswick,New Jersey,8824.0,2263.0,2021-05-13,379900.0,2021-05
715603,for_sale,3.0,2.0,0.33,South Brunswick,New Jersey,8824.0,1376.0,2021-12-14,385000.0,2021-12
715604,for_sale,4.0,2.0,0.48,South Brunswick,New Jersey,8824.0,1318.0,2022-01-27,489000.0,2022-01
715616,for_sale,4.0,2.0,0.32,South Brunswick,New Jersey,8824.0,1452.0,2021-07-13,425000.0,2021-07
715694,for_sale,4.0,3.0,0.05,Highland Park,New Jersey,8904.0,1990.0,2021-05-24,558000.0,2021-05
715715,for_sale,5.0,3.0,0.23,Iselin,New Jersey,8830.0,2950.0,2021-08-30,839000.0,2021-08
715733,for_sale,3.0,2.0,0.12,Iselin,New Jersey,8830.0,997.0,2022-02-04,424900.0,2022-02
715741,for_sale,3.0,2.0,0.15,Jamesburg,New Jersey,8831.0,1157.0,2021-08-31,369000.0,2021-08
715754,for_sale,2.0,2.0,0.04,Monroe,New Jersey,8831.0,1312.0,2022-01-03,374950.0,2022-01
715824,for_sale,4.0,3.0,0.05,Highland Park,New Jersey,8904.0,1990.0,2021-05-24,558000.0,2021-05
715839,for_sale,6.0,6.0,0.42,East Brunswick,New Jersey,8816.0,5050.0,2022-03-08,999900.0,2022-03
715851,for_sale,5.0,6.0,0.79,Edison,New Jersey,8820.0,4905.0,2021-12-17,1500000.0,2021-12
715891,for_sale,4.0,4.0,2.45,Raritan,New Jersey,8822.0,3100.0,2021-05-12,699900.0,2021-05
715935,for_sale,4.0,4.0,1.92,Raritan,New Jersey,8822.0,4429.0,2021-03-31,850000.0,2021-03
715987,for_sale,5.0,2.0,0.1,North Brunswick,New Jersey,8902.0,1258.0,2021-03-03,290000.0,2021-03
716048,for_sale,3.0,2.0,0.09,Edison,New Jersey,8817.0,1750.0,2022-01-03,475000.0,2022-01
716125,for_sale,5.0,5.0,0.23,Iselin,New Jersey,8830.0,3600.0,2021-09-30,850000.0,2021-09
716201,for_sale,5.0,2.0,0.18,Scotch Plains,New Jersey,7076.0,2100.0,2021-12-21,549000.0,2021-12
716264,for_sale,3.0,3.0,0.05,Staten Island,New York,10303.0,1200.0,2021-09-03,489000.0,2021-09
716290,for_sale,4.0,3.0,0.05,Brooklyn,New York,11220.0,2928.0,2021-06-01,1590000.0,2021-06
716302,for_sale,3.0,2.0,0.19,Avenel,New Jersey,7001.0,1552.0,2021-08-02,335000.0,2021-08
716325,for_sale,5.0,3.0,0.23,South Plainfield,New Jersey,7080.0,2919.0,2022-01-03,719900.0,2022-01
716413,for_sale,3.0,2.0,0.09,Carteret,New Jersey,7008.0,1499.0,2022-03-11,349900.0,2022-03
716895,for_sale,5.0,3.0,0.09,Staten Island,New York,10303.0,2785.0,2021-03-24,995000.0,2021-03
716921,for_sale,5.0,3.0,0.14,Bound Brook,New Jersey,8805.0,1780.0,2021-03-26,419900.0,2021-03
716935,for_sale,5.0,5.0,0.23,Iselin,New Jersey,8830.0,3600.0,2021-09-30,850000.0,2021-09
717004,for_sale,4.0,4.0,0.46,East Windsor,New Jersey,8520.0,3391.0,2021-06-07,777000.0,2021-06
717065,for_sale,2.0,2.0,0.01,Staten Island,New York,10312.0,980.0,2021-11-09,429900.0,2021-11
717203,for_sale,1.0,1.0,0.01,Bernards Twp,New Jersey,7920.0,750.0,2021-06-29,244900.0,2021-06
717301,for_sale,3.0,2.0,0.06,Hazlet,New Jersey,7730.0,1676.0,2021-03-19,374999.0,2021-03
717354,for_sale,4.0,4.0,0.15,Edison,New Jersey,8817.0,2219.0,2021-08-16,719000.0,2021-08
717403,for_sale,3.0,2.0,0.09,Staten Island,New York,10303.0,1280.0,2021-08-27,529999.0,2021-08
717519,for_sale,3.0,2.0,0.06,Staten Island,New York,10306.0,1600.0,2021-07-01,569999.0,2021-07
717609,for_sale,3.0,2.0,0.05,Bayonne,New Jersey,7002.0,1322.0,2021-05-12,479000.0,2021-05
717621,for_sale,1.0,1.0,0.07,Woodbridge Proper,New Jersey,7095.0,572.0,2021-12-10,249000.0,2021-12
717630,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1404.0,2022-02-14,399998.0,2022-02
717666,for_sale,5.0,3.0,0.1,East Orange,New Jersey,7017.0,20997.0,2022-01-21,329000.0,2022-01
717713,for_sale,4.0,3.0,0.49,East Windsor,New Jersey,8520.0,4225.0,2021-05-17,677000.0,2021-05
717741,for_sale,3.0,3.0,0.07,Jersey City,New Jersey,7305.0,2400.0,2021-05-28,750000.0,2021-05
717778,for_sale,4.0,2.0,0.48,South Brunswick,New Jersey,8824.0,1318.0,2022-01-27,489000.0,2022-01
717779,for_sale,3.0,2.0,0.11,South Plainfield,New Jersey,7080.0,1200.0,2021-10-12,414900.0,2021-10
717825,for_sale,7.0,4.0,0.11,East Orange,New Jersey,7017.0,19998.0,2021-03-02,560000.0,2021-03
717848,for_sale,7.0,6.0,0.6,Summit,New Jersey,7901.0,5344.0,2021-12-13,2195000.0,2021-12
717855,for_sale,3.0,3.0,0.03,Old Bridge,New Jersey,8857.0,2130.0,2021-06-18,529900.0,2021-06
717857,for_sale,3.0,2.0,0.16,Dunellen,New Jersey,8812.0,1350.0,2021-09-16,419900.0,2021-09
717990,for_sale,2.0,1.0,0.02,New Brunswick,New Jersey,8901.0,908.0,2021-09-28,225000.0,2021-09
718019,for_sale,6.0,8.0,2.0,Livingston,New Jersey,7039.0,7880.0,2021-07-26,2100000.0,2021-07
718154,for_sale,3.0,3.0,0.04,Staten Island,New York,10303.0,1120.0,2021-11-12,519999.0,2021-11
718275,for_sale,4.0,3.0,0.19,Cranbury,New Jersey,8512.0,2360.0,2021-03-25,829500.0,2021-03
718309,for_sale,4.0,3.0,0.57,Millburn,New Jersey,7078.0,3041.0,2022-02-22,1499000.0,2022-02
718356,for_sale,5.0,3.0,0.06,Newark,New Jersey,7103.0,19998.0,2021-04-09,400000.0,2021-04
718537,for_sale,3.0,3.0,0.35,Woodbridge Proper,New Jersey,7095.0,2125.0,2021-08-10,629900.0,2021-08
718586,for_sale,3.0,2.0,0.23,New Providence,New Jersey,7974.0,1562.0,2022-02-18,519900.0,2022-02
718598,for_sale,3.0,2.0,0.06,Jersey City,New Jersey,7306.0,1178.0,2021-04-21,800000.0,2021-04
718658,for_sale,5.0,2.0,0.15,Edison,New Jersey,8817.0,1440.0,2021-06-28,299999.0,2021-06
718667,for_sale,2.0,2.0,0.01,Old Bridge,New Jersey,8857.0,1185.0,2021-08-26,299000.0,2021-08
718682,for_sale,5.0,5.0,0.17,Metuchen,New Jersey,8840.0,3241.0,2021-12-09,989999.0,2021-12
718687,for_sale,4.0,3.0,2.59,South Plainfield,New Jersey,7080.0,2750.0,2022-01-11,679000.0,2022-01
718696,for_sale,3.0,2.0,0.23,South River,New Jersey,8882.0,1523.0,2021-05-26,309000.0,2021-05
718699,for_sale,2.0,3.0,0.2,North Brunswick,New Jersey,8902.0,1621.0,2021-10-04,314900.0,2021-10
718701,for_sale,2.0,2.0,0.02,New Brunswick,New Jersey,8901.0,1692.0,2021-08-30,249900.0,2021-08
718704,for_sale,3.0,2.0,0.11,Carteret,New Jersey,7008.0,1728.0,2021-09-29,395000.0,2021-09
718722,for_sale,4.0,4.0,0.1,Avenel,New Jersey,7001.0,1620.0,2022-02-25,460000.0,2022-02
718723,for_sale,4.0,5.0,0.11,Metuchen,New Jersey,8840.0,760.0,2021-04-08,770000.0,2021-04
718725,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
718726,for_sale,5.0,5.0,0.48,South Brunswick,New Jersey,8512.0,4102.0,2021-07-28,1095000.0,2021-07
718727,for_sale,5.0,4.0,0.18,Metuchen,New Jersey,8840.0,3187.0,2021-04-15,899000.0,2021-04
718728,for_sale,5.0,3.0,0.21,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
718730,for_sale,5.0,5.0,0.46,Edison,New Jersey,8820.0,4712.0,2021-03-11,1385000.0,2021-03
718733,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,814.0,2021-11-01,719999.0,2021-11
718742,for_sale,4.0,1.0,0.11,Middlesex,New Jersey,8846.0,1010.0,2021-11-01,249999.0,2021-11
718764,for_sale,4.0,2.0,0.19,Colonia,New Jersey,7067.0,1674.0,2022-01-31,459000.0,2022-01
718785,for_sale,2.0,1.0,0.06,Old Bridge,New Jersey,8879.0,672.0,2021-03-05,215000.0,2021-03
718793,for_sale,3.0,1.0,0.25,South River,New Jersey,8882.0,1374.0,2021-11-15,399900.0,2021-11
718796,for_sale,4.0,4.0,0.23,Old Bridge,New Jersey,7735.0,2506.0,2021-06-28,570000.0,2021-06
718801,for_sale,2.0,2.0,0.02,Old Bridge,New Jersey,8857.0,1499.0,2022-02-17,399900.0,2022-02
718803,for_sale,6.0,4.0,0.41,North Brunswick,New Jersey,8902.0,2832.0,2021-09-15,650000.0,2021-09
718805,for_sale,4.0,4.0,1.0,Colonia,New Jersey,7067.0,2851.0,2021-10-22,849900.0,2021-10
718806,for_sale,4.0,2.0,0.32,South Brunswick,New Jersey,8824.0,1452.0,2021-07-13,425000.0,2021-07
718808,for_sale,4.0,2.0,0.29,Piscataway,New Jersey,8854.0,1676.0,2021-04-20,384999.0,2021-04
718850,for_sale,5.0,4.0,0.72,Monroe,New Jersey,8831.0,3811.0,2021-09-15,835000.0,2021-09
718858,for_sale,3.0,3.0,11236.0,South Brunswick,New Jersey,8824.0,2263.0,2021-05-13,379900.0,2021-05
718863,for_sale,3.0,2.0,0.08,Woodbridge Proper,New Jersey,7095.0,1404.0,2021-09-24,379900.0,2021-09
718866,for_sale,4.0,3.0,0.26,Fords,New Jersey,8863.0,1184.0,2021-10-14,384900.0,2021-10
718867,for_sale,3.0,2.0,0.11,New Brunswick,New Jersey,8901.0,1188.0,2021-10-26,318000.0,2021-10
718873,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1825.0,2021-08-11,425000.0,2021-08
718877,for_sale,4.0,4.0,0.18,Jamesburg,New Jersey,8831.0,1836.0,2021-12-03,479900.0,2021-12
718884,for_sale,3.0,3.0,0.17,Monroe,New Jersey,8831.0,2099.0,2021-08-02,463000.0,2021-08
718889,for_sale,3.0,2.0,0.25,Edison,New Jersey,8820.0,1554.0,2021-06-07,639000.0,2021-06
718893,for_sale,4.0,3.0,0.11,Edison,New Jersey,8837.0,2009.0,2021-08-31,549900.0,2021-08
718894,for_sale,3.0,2.0,0.28,Piscataway,New Jersey,8854.0,1170.0,2021-09-24,389000.0,2021-09
718918,for_sale,5.0,2.0,0.26,North Brunswick,New Jersey,8902.0,1824.0,2022-01-13,390000.0,2022-01
718922,for_sale,4.0,2.0,0.16,Dunellen,New Jersey,8812.0,2176.0,2021-12-14,435000.0,2021-12
718924,for_sale,2.0,2.0,0.03,Perth Amboy,New Jersey,8861.0,1291.0,2021-06-21,260000.0,2021-06
718929,for_sale,3.0,3.0,0.07,Carteret,New Jersey,7008.0,2004.0,2021-12-09,435000.0,2021-12
718935,for_sale,2.0,2.0,0.14,Sayreville,New Jersey,8879.0,1364.0,2021-11-16,325000.0,2021-11
718943,for_sale,3.0,2.0,0.33,South Brunswick,New Jersey,8824.0,1376.0,2021-12-14,385000.0,2021-12
718985,for_sale,5.0,3.0,0.26,Plainfield,New Jersey,7060.0,2100.0,2022-01-13,489000.0,2022-01
718986,for_sale,4.0,3.0,0.34,North Brunswick,New Jersey,8902.0,2644.0,2022-03-11,475000.0,2022-03
718997,for_sale,3.0,2.0,0.15,New Brunswick,New Jersey,8901.0,1152.0,2021-12-22,375000.0,2021-12
718998,for_sale,4.0,2.0,0.08,New Brunswick,New Jersey,8901.0,1400.0,2022-02-28,389900.0,2022-02
719008,for_sale,3.0,2.0,0.17,Avenel,New Jersey,7001.0,7501.0,2021-11-01,340000.0,2021-11
719025,for_sale,3.0,3.0,0.12,Old Bridge,New Jersey,8857.0,1633.0,2021-07-15,429000.0,2021-07
719028,for_sale,3.0,3.0,0.23,Piscataway,New Jersey,8854.0,1982.0,2021-04-13,460000.0,2021-04
719033,for_sale,4.0,3.0,0.2,Roselle,New Jersey,7203.0,1760.0,2021-08-19,448800.0,2021-08
719034,for_sale,3.0,3.0,0.06,Perth Amboy,New Jersey,8861.0,1749.0,2021-10-04,398888.0,2021-10
719035,for_sale,3.0,3.0,0.4,East Brunswick,New Jersey,8816.0,2379.0,2021-11-08,494900.0,2021-11
719036,for_sale,3.0,1.0,0.13,Carteret,New Jersey,7008.0,1346.0,2021-07-30,379000.0,2021-07
719042,for_sale,3.0,2.0,0.23,Piscataway,New Jersey,8854.0,1216.0,2021-03-11,379900.0,2021-03
719043,for_sale,4.0,2.0,0.45,Green Brook,New Jersey,8812.0,2008.0,2021-07-14,469999.0,2021-07
719045,for_sale,3.0,2.0,0.15,Old Bridge,New Jersey,8857.0,1529.0,2021-08-25,449900.0,2021-08
719051,for_sale,2.0,2.0,1.5,Perth Amboy,New Jersey,8861.0,1289.0,2021-10-18,192000.0,2021-10
719052,for_sale,4.0,2.0,0.14,Irvington,New Jersey,7111.0,1922.0,2021-10-05,289900.0,2021-10
719054,for_sale,2.0,3.0,0.0,Edison,New Jersey,8820.0,1604.0,2022-01-12,439000.0,2022-01
719059,for_sale,3.0,1.0,0.11,East Brunswick,New Jersey,8816.0,2040.0,2022-01-24,340000.0,2022-01
719061,for_sale,2.0,1.0,0.09,Fords,New Jersey,8863.0,792.0,2021-10-01,275000.0,2021-10
719065,for_sale,1.0,1.0,0.01,Edison,New Jersey,8837.0,990.0,2021-12-16,225000.0,2021-12
719067,for_sale,2.0,1.0,0.12,Piscataway,New Jersey,8854.0,660.0,2022-01-25,285000.0,2022-01
719068,for_sale,3.0,2.0,0.41,East Brunswick,New Jersey,8816.0,1778.0,2022-01-14,369900.0,2022-01
719070,for_sale,5.0,3.0,0.04,Perth Amboy,New Jersey,8861.0,1872.0,2022-01-25,379900.0,2022-01
719076,for_sale,2.0,3.0,0.0,Edison,New Jersey,8820.0,1604.0,2021-12-10,430000.0,2021-12
719082,for_sale,4.0,3.0,0.17,South Amboy,New Jersey,8879.0,1584.0,2022-01-03,414900.0,2022-01
719084,for_sale,5.0,2.0,0.38,East Brunswick,New Jersey,8816.0,1904.0,2021-12-29,499900.0,2021-12
719088,for_sale,3.0,2.0,0.12,Iselin,New Jersey,8830.0,997.0,2022-02-04,424900.0,2022-02
719090,for_sale,3.0,2.0,0.16,Old Bridge,New Jersey,8857.0,1572.0,2021-12-20,495000.0,2021-12
719190,for_sale,6.0,5.0,0.06,Newark,New Jersey,7112.0,2508.0,2021-04-30,635000.0,2021-04
719264,for_sale,3.0,1.0,0.51,Piscataway,New Jersey,8854.0,1008.0,2021-11-16,425000.0,2021-11
719352,for_sale,3.0,2.0,0.11,Staten Island,New York,10304.0,1352.0,2021-11-24,779000.0,2021-11
719385,for_sale,3.0,4.0,0.11,Metuchen,New Jersey,8840.0,1488.0,2021-06-09,599000.0,2021-06
719386,for_sale,4.0,4.0,0.11,Carteret,New Jersey,7008.0,2825.0,2021-12-29,719900.0,2021-12
719400,for_sale,3.0,2.0,0.15,Old Bridge,New Jersey,8857.0,1659.0,2021-12-02,529000.0,2021-12
719430,for_sale,6.0,6.0,0.58,Summit,New Jersey,7901.0,6200.0,2021-05-03,2400000.0,2021-05
719530,for_sale,3.0,2.0,0.14,Avenel,New Jersey,7001.0,1542.0,2022-01-27,305100.0,2022-01
719652,for_sale,4.0,3.0,3.08,Harding Township,New Jersey,7960.0,3175.0,2021-05-13,1195000.0,2021-05
719679,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,4000.0,2022-01-03,1250000.0,2022-01
719746,for_sale,5.0,3.0,0.11,South River,New Jersey,8882.0,2363.0,2021-03-15,499900.0,2021-03
719748,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,5011.0,2021-03-22,1580000.0,2021-03
719756,for_sale,4.0,3.0,0.88,Warren Twp,New Jersey,7059.0,2400.0,2021-07-02,600000.0,2021-07
719822,for_sale,3.0,2.0,0.14,Colonia,New Jersey,7067.0,1188.0,2021-12-17,420000.0,2021-12
719906,for_sale,3.0,2.0,0.11,Carteret,New Jersey,7008.0,1516.0,2021-12-14,475000.0,2021-12
719909,for_sale,3.0,3.0,0.14,Staten Island,New York,10307.0,2238.0,2021-09-24,929999.0,2021-09
719917,for_sale,4.0,3.0,0.07,Staten Island,New York,10310.0,1644.0,2021-11-15,574999.0,2021-11
